,Major,Minor,SalePrice,Address,BuildingNumber,StreetName,ZipCode,Stories,BldgGrade,SqFt1stFloor,SqFtHalfFloor,SqFt2ndFloor,SqFtUpperFloor,SqFtTotLiving,SqFtTotBasement,SqFtFinBasement,FinBasementGrade,SqFtGarageBasement,SqFtGarageAttached,DaylightBasement,SqFtOpenPorch,SqFtEnclosedPorch,SqFtDeck,HeatSystem,HeatSource,Bedrooms,BathHalfCount,Bath3qtrCount,BathFullCount,FpSingleStory,FpMultiStory,FpFreestanding,FpAdditional,YrBuilt,YrRenovated,Condition,Township,Section,QuarterSection,Area,SubArea,DistrictName,SqFtLot,WaterSystem,SewerSystem,Access,InadequateParking,LotDepthFactor,TrafficNoise,DocumentDate,Date
1196,22304,9079,375000,10614   RENTON AVE S  98178,10614,RENTON                   ,98178,1.0,7,990,0,0,0,990,0,0,0,0,0, ,0,0,0,5,2,2,0,0,1,1,0,0,0,1952,2013,3,23,2,SE,22.0,3.0,SEATTLE,6800,2,2,4,2,0,1,10/24/2019,2019
1199,22405,9051,910000,16210  SE 24TH ST   98008,16210,24TH                     ,98008,1.5,6,960,750,0,0,1710,400,0,0,0,0,Y,0,0,400,8,7,5,0,1,0,1,0,0,0,1909,0,5,24,2,SE,67.0,14.0,BELLEVUE,42453,2,2,3,0,0,0,07/17/2019,2019
1211,22206,9030,610000,25053  SE 200TH ST   98038,25053,200TH                    ,98038,1.0,7,2010,0,0,0,2010,0,0,0,0,0,N,50,0,0,5,2,4,0,1,1,1,0,0,0,1916,1995,4,22,2,SW,66.0,10.0,KING COUNTY,77536,1,1,4,0,0,1,11/04/2019,2019
1214,22303,9240,799950,10620   39TH AVE SW  98146,10620,39TH                     ,98146,1.5,7,1210,500,0,0,2040,1210,330,6,0,0, ,0,0,100,5,1,4,1,0,1,1,0,0,0,1942,0,3,23,2,SE,17.0,4.0,SEATTLE,11250,2,2,4,2,0,0,08/05/2019,2019
1229,19400,375,650000,4158   46TH AVE SW  98116,4158 ,46TH                     ,98116,1.0,6,900,0,0,0,1800,900,900,5,0,0,N,150,0,40,5,2,3,0,0,2,1,0,0,0,1913,0,3,24,14,SW,48.0,9.0,SEATTLE,3393,2,2,4,0,0,1,06/18/2019,2019
1235,20080,480,757500,13730   176TH AVE NE  98052,13730,176TH                    ,98052,2.0,8,1040,0,920,0,1960,0,0,0,0,460,N,150,0,150,5,2,3,1,0,2,0,1,0,0,1984,0,4,26,24,SE,72.0,4.0,KING COUNTY,8469,2,2,4,2,0,0,07/01/2019,2019
1244,11410,416,410600,18507   73RD AVE NE  98028,18507,73RD                     ,98028,1.0,6,890,0,0,0,890,0,0,0,0,0, ,130,0,0,4,3,2,0,0,1,1,0,0,0,1965,0,3,26,1,SW,38.0,1.0,KENMORE,9930,2,2,4,2,0,1,06/24/2019,2019
1248,11410,1057,649000,19424   76TH CT NE  98028-6100,19424,76TH                     ,98028-6100,1.0,8,1680,0,0,0,1680,0,0,0,0,440, ,0,0,290,5,2,3,0,1,1,1,0,0,0,1993,0,3,26,1,SE,38.0,2.0,KENMORE,9709,2,2,4,2,0,0,08/07/2019,2019
1265,22605,9133,775000,14844  NE 195TH ST   98072,14844,195TH                    ,98072,1.5,7,1380,380,0,0,2570,810,810,7,0,0, ,80,0,950,5,2,4,0,1,1,0,0,1,0,1930,0,5,26,2,NW,36.0,2.0,WOODINVILLE,54412,2,1,4,2,0,0,08/16/2019,2019
1272,22307,9040,1180000,10510   348TH AVE SE  98065,10510,348TH                    ,98065,1.0,9,2500,0,0,0,2500,0,0,0,0,1340, ,110,0,0,7,2,3,0,1,2,1,0,0,0,2015,0,3,23,2,SE,80.0,2.0,KING COUNTY,50000,1,1,3,2,0,0,03/06/2019,2019
1282,22503,9056,575000,2815  NW 80TH ST   98117,2815 ,80TH                     ,98117,1.0,7,770,0,0,0,770,770,0,0,0,0,N,0,0,0,5,2,2,0,0,1,1,0,0,0,1919,0,3,25,2,NW,19.0,10.0,SEATTLE,4165,2,2,4,0,0,2,03/07/2019,2019
1293,62504,9308,850000,8246   DENSMORE AVE N  98103,8246 ,DENSMORE                 ,98103,1.0,7,920,0,0,0,1820,900,900,7,0,230, ,0,0,0,5,1,3,0,0,2,0,1,0,1,1941,0,4,25,6,NE,43.0,9.0,SEATTLE,5000,2,2,4,2,0,0,08/01/2019,2019
1301,102305,9203,786661,1075   NILE AVE NE  98059,1075 ,NILE                     ,98059,2.0,8,1980,0,880,0,2860,0,0,0,0,0,N,230,0,500,7,2,4,0,0,3,1,0,0,0,1991,0,3,23,10,NE,32.0,4.0,RENTON,95832,2,1,4,0,0,0,03/25/2019,2019
1342,62304,9131,405000,10220   9TH AVE SW  98146,10220,9TH                      ,98146,1.0,6,830,0,0,0,830,0,0,0,0,0, ,0,0,100,1,3,2,0,0,1,0,0,0,0,1949,0,4,23,6,NW,23.0,4.0,KING COUNTY,9780,2,2,4,0,0,0,09/19/2019,2019
1343,62304,9249,400000,10426   9TH AVE SW  98146,10426,9TH                      ,98146,1.0,6,890,0,0,0,1060,670,170,6,190,0,Y,60,0,530,5,1,3,0,0,1,0,0,0,0,1950,0,3,23,6,SW,23.0,4.0,KING COUNTY,7740,2,2,4,0,0,0,03/15/2019,2019
1354,20310,1145,703000,3804  E AMES LAKE DR NE  98053,3804 ,AMES LAKE                ,98053,2.0,7,920,0,770,0,1690,0,0,0,0,440, ,40,0,320,5,2,3,1,1,1,1,0,0,0,1992,0,4,25,19,NE,71.0,10.0,KING COUNTY,20000,2,1,4,2,0,0,06/17/2019,2019
1415,102307,9107,800000,12345   UPPER PRESTON RD SE  98027,12345,UPPER PRESTON            ,98027,1.0,5,980,0,0,0,980,0,0,0,0,0, ,0,0,100,2,1,2,0,1,0,0,0,1,0,1948,0,4,23,10,SW,75.0,8.0,KING COUNTY,278784,1,1,3,2,0,0,11/19/2019,2019
1442,12303,9504,630000,2845  SW 111TH PL   98146,2845 ,111TH                    ,98146,1.0,7,1050,0,0,0,2100,1050,1050,6,0,300,Y,0,0,0,7,3,3,0,1,1,0,1,0,1,1958,0,5,23,1,SW,23.0,5.0,KING COUNTY,7659,2,2,4,2,0,0,05/13/2019,2019
1444,12303,9578,433000,10042   26TH AVE SW  98146,10042,26TH                     ,98146,1.0,6,1090,0,0,0,1090,0,0,0,0,540, ,0,0,0,4,3,3,0,0,2,0,0,0,0,1949,2011,3,23,1,NE,23.0,5.0,KING COUNTY,9066,2,2,3,2,0,0,07/17/2019,2019
1456,10030,260,500000,268   GRAHAM AVE NE  ,268  ,GRAHAM                   ,,2.0,7,660,0,970,0,1630,0,0,0,0,340,N,60,0,0,5,2,3,1,1,1,1,0,0,0,2010,0,3,23,15,NE,32.0,5.0,RENTON,3274,2,2,4,0,0,0,07/18/2019,2019
1484,25970,160,887000,16629  NE 30TH ST   98008,16629,30TH                     ,98008,1.0,7,1330,0,0,0,2080,1330,750,5,580,0,Y,0,0,280,5,2,5,0,2,1,0,1,0,1,1965,0,5,25,24,SW,91.0,4.0,BELLEVUE,7700,2,2,4,0,0,1,04/05/2019,2019
1487,25980,920,836200,2227   168TH AVE NE  98008,2227 ,168TH                    ,98008,1.0,7,1470,0,0,0,1470,0,0,0,0,500,N,60,0,0,5,2,3,0,1,1,1,0,0,0,1965,0,3,25,25,NW,91.0,4.0,BELLEVUE,7107,2,2,4,0,0,0,04/18/2019,2019
1492,12202,9018,680000,20210   WESTSIDE HWY SW  98070,20210,WESTSIDE                 ,98070,2.0,7,1988,0,1680,0,3668,0,0,0,0,0,N,264,0,0,3,3,4,1,0,2,0,0,1,0,1986,2006,3,22,1,SW,100.0,3.0,KING COUNTY,209959,1,1,4,2,0,0,05/02/2019,2019
1540,23800,125,1243500,4327  S 188TH ST   98188,4327 ,188TH                    ,98188,1.0,7,2000,0,0,0,4100,2100,2100,7,0,0,Y,510,30,730,6,2,5,0,1,4,0,1,0,0,1953,0,4,23,34,SE,24.0,7.0,SeaTac,36812,2,2,4,2,0,2,09/23/2019,2019
1605,102504,9178,1200000,5036   47TH AVE NE  98105,5036 ,47TH                     ,98105,1.0,8,1520,0,0,0,2540,1520,1020,7,200,0,N,0,0,0,6,1,3,0,1,1,0,1,0,1,1950,0,4,25,10,SE,46.0,9.0,SEATTLE,7535,2,2,4,0,0,1,06/17/2019,2019
1607,102504,9200,830000,6209   53RD AVE NE  98115,6209 ,53RD                     ,98115,1.0,8,1180,0,0,0,1500,1180,320,5,460,0,N,0,0,80,5,1,2,1,0,1,0,1,0,1,1952,0,3,25,10,NE,46.0,4.0,SEATTLE,5179,2,2,4,0,0,0,03/14/2019,2019
1611,24000,460,392000,19832   MILITARY RD S  98188,19832,MILITARY                 ,98188,1.0,7,1640,0,0,0,1640,0,0,0,0,0,N,0,0,0,4,3,3,0,0,2,1,0,0,0,1960,0,4,22,3,NW,24.0,7.0,SeaTac,13870,2,2,4,2,0,3,04/17/2019,2019
1621,111270,90,712277,8109  NE 142ND ST   98034,8109 ,142ND                    ,98034,1.0,7,1090,0,0,0,1620,1010,530,7,480,0,Y,0,0,80,5,2,4,1,0,1,0,1,0,1,1979,0,5,26,24,NE,37.0,1.0,KIRKLAND,7182,2,2,4,2,0,0,12/27/2019,2019
1652,26940,100,300000,4515  S 281ST ST   98001,4515 ,281ST                    ,98001,1.0,7,980,0,0,0,980,0,0,0,0,430, ,0,0,0,5,2,3,0,0,1,1,0,0,0,1964,0,4,22,34,SE,26.0,9.0,KING COUNTY,12025,2,1,4,0,0,0,12/19/2019,2019
1654,26940,100,286000,4515  S 281ST ST   98001,4515 ,281ST                    ,98001,1.0,7,980,0,0,0,980,0,0,0,0,430, ,0,0,0,5,2,3,0,0,1,1,0,0,0,1964,0,4,22,34,SE,26.0,9.0,KING COUNTY,12025,2,1,4,0,0,0,01/09/2019,2019
1698,102307,9071,625000,33108  SE 126TH ST   98027,33108,126TH                    ,98027,1.0,7,1370,0,0,0,1370,0,0,0,0,440, ,100,0,380,5,3,2,1,0,1,0,0,0,0,1987,0,3,23,10,SW,75.0,8.0,KING COUNTY,122403,1,1,3,2,0,0,08/03/2019,2019
1728,61900,72,755000,20540   MARINE VIEW DR SW  98166,20540,MARINE VIEW              ,98166,1.0,8,1790,0,0,0,2520,1790,730,6,0,570,Y,300,0,470,5,1,4,0,1,2,1,0,1,1,1971,0,3,22,6,SE,49.0,8.0,NORMANDY PARK,16380,2,1,4,0,0,0,09/27/2019,2019
1733,62104,9108,525000,29614   11TH AVE SW  98023,29614,11TH                     ,98023,1.0,8,1530,0,0,0,2800,1370,1270,8,0,0,Y,0,0,420,5,2,5,0,2,1,0,1,0,1,1967,0,4,21,6,SW,52.0,14.0,FEDERAL WAY,16117,2,2,4,2,0,0,11/22/2019,2019
1766,102504,9264,675000,4701   SAND POINT WAY NE  ,4701 ,SAND POINT               ,,2.0,8,620,0,540,0,1520,570,360,8,210,0,N,0,0,60,5,2,3,1,0,2,0,0,0,0,2006,0,3,25,10,SW,44.0,3.0,SEATTLE,1669,2,2,4,2,0,2,11/01/2019,2019
1769,62671,150,865000,14025   194TH AVE NE  98077,14025,194TH                    ,98077,1.0,8,2170,0,0,0,2410,900,240,8,640,0,Y,110,0,500,5,2,4,1,1,1,1,0,1,0,1981,0,4,26,19,NE,72.0,4.0,KING COUNTY,27584,2,1,4,2,0,0,12/06/2019,2019
1772,62760,80,1185000,11037  SE 30TH PL   98004,11037,30TH                     ,98004,1.0,7,1460,0,0,0,1460,0,0,0,0,360, ,0,0,0,5,2,3,1,0,1,1,0,0,1,1955,0,4,24,8,NE,92.0,10.0,BELLEVUE,9131,2,2,4,2,0,0,06/03/2019,2019
1806,62206,9101,490000,18226  SE LAKE YOUNGS RD   98058,18226,LAKE YOUNGS              ,98058,1.0,7,1290,0,0,0,1780,1200,490,7,380,210,Y,0,0,120,5,3,3,0,1,2,0,1,0,0,1977,0,3,22,6,SW,60.0,3.0,KING COUNTY,41965,2,1,4,2,0,2,07/21/2019,2019
1828,29131,350,594000,2009  NW BOULDER WAY DR   ,2009 ,BOULDER WAY              ,,2.0,7,680,0,620,0,1445,600,145,7,455,0, ,30,0,110,5,2,3,1,1,1,1,0,0,0,2005,0,3,24,29,SE,65.0,11.0,ISSAQUAH,1590,2,2,4,0,0,0,11/25/2019,2019
1840,25980,380,749000,2009   166TH PL NE  98008,2009 ,166TH                    ,98008,1.0,7,1140,0,0,0,1540,1100,400,6,550,0,Y,0,0,270,5,2,4,0,1,1,0,1,0,1,1965,0,3,25,25,NW,91.0,4.0,BELLEVUE,8396,2,2,4,0,0,0,07/09/2019,2019
1854,62981,1470,965000,130   249TH PL NE  98074,130  ,249TH                    ,98074,2.0,9,1510,0,1230,0,2740,0,0,0,0,650, ,60,0,0,5,2,4,1,0,2,1,0,0,0,1999,0,3,25,35,NW,35.0,2.0,SAMMAMISH,7342,2,2,4,0,0,0,09/06/2019,2019
1864,102506,9094,571000,6804   238TH AVE NE  98053,6804 ,238TH                    ,98053,1.0,7,1040,0,0,0,2080,1040,1040,5,0,0,Y,0,0,610,5,1,3,0,0,2,0,1,0,1,1963,0,3,25,10,SE,71.0,7.0,KING COUNTY,47044,2,1,4,0,0,1,06/21/2019,2019
1876,103640,160,1011000,2427   179TH AVE NE  98052,2427 ,179TH                    ,98052,1.0,8,1620,0,0,0,2340,830,720,7,100,430,Y,0,0,0,5,2,4,0,1,2,1,0,0,0,1972,0,3,25,24,SE,91.0,13.0,REDMOND,12500,2,2,4,0,0,0,08/08/2019,2019
1891,26300,7,575000,937 A N 97TH ST   98103,937  ,97TH                     ,98103,2.0,8,550,0,580,0,1370,520,240,8,280,0,Y,10,0,0,3,2,3,1,1,1,1,0,0,0,2009,0,3,26,31,NW,6.0,6.0,SEATTLE,1434,2,2,4,0,0,0,03/27/2019,2019
1915,27200,43,789000,1726   25TH AVE S  98144,1726 ,25TH                     ,98144,1.0,7,1350,0,0,0,2250,1350,900,7,450,80, ,0,0,60,5,2,5,0,0,3,0,1,0,0,1996,0,3,24,9,NE,79.0,2.0,SEATTLE,4000,2,2,4,2,0,0,11/18/2019,2019
1932,30140,680,385000,1501   42ND ST NE  ,1501 ,42ND                     ,,2.0,7,620,0,964,0,1584,0,0,0,0,483, ,80,0,0,4,3,3,1,1,1,1,0,0,0,2013,0,3,22,31,SE,27.0,10.0,AUBURN,2800,2,2,4,2,0,0,03/07/2019,2019
1969,102606,9118,735000,23428  NE WOODINVILLE-DUVALL RD   98077,23428,WOODINVILLE-DUVALL       ,98077,1.0,8,1350,0,0,0,1750,1290,400,7,410,130,Y,0,0,430,5,2,3,0,1,2,0,1,0,1,1980,0,3,26,10,SW,95.0,5.0,KING COUNTY,77101,1,1,4,2,0,0,04/02/2019,2019
1987,66230,140,540000,512  SW 352ND ST   98023,512  ,352ND                    ,98023,2.0,9,1330,0,1560,0,2890,0,0,0,0,660, ,0,0,0,5,2,4,1,0,2,1,0,0,0,1995,0,3,21,30,NE,54.0,21.0,FEDERAL WAY,8400,2,2,4,2,0,0,07/16/2019,2019
1990,66600,200,1090000,10255  SE 6TH ST   98004,10255,6TH                      ,98004,1.0,7,1080,0,0,0,1080,0,0,0,0,0,N,0,0,0,4,3,2,0,0,1,1,0,0,0,1952,0,3,25,32,SW,92.0,10.0,BELLEVUE,10710,2,2,4,2,0,2,09/30/2019,2019
1994,9802,320,1017500,2921   278TH AVE SE  98075,2921 ,278TH                    ,98075,2.0,10,1540,0,1950,0,3490,0,0,0,0,770, ,60,0,0,5,2,4,1,1,2,1,0,0,0,2004,0,3,24,7,NW,69.0,6.0,SAMMAMISH,7447,2,2,4,2,0,0,07/30/2019,2019
2033,27120,230,365000,28521   24TH AVE S  98003,28521,24TH                     ,98003,1.0,7,1230,0,0,0,1230,0,0,0,0,420, ,100,0,0,5,2,3,0,1,1,1,0,0,0,1968,0,4,22,33,SW,26.0,10.0,FEDERAL WAY,7400,2,2,4,0,0,0,11/22/2019,2019
2035,27200,305,650000,1704   26TH AVE S  98144,1704 ,26TH                     ,98144,2.0,7,680,0,630,0,1310,0,0,0,0,0, ,40,0,0,5,2,3,1,0,1,0,0,0,0,1998,0,3,24,9,NE,79.0,2.0,SEATTLE,2996,2,2,4,2,0,0,10/07/2019,2019
2037,27370,76,387800,736   MAPLEWOOD AVE   98030,736  ,MAPLEWOOD                ,98030,1.0,7,1370,0,0,0,1370,0,0,0,0,470,N,50,0,0,5,2,3,1,0,1,1,0,0,0,1960,0,4,22,19,SE,61.0,5.0,KENT,8346,2,2,4,0,0,0,04/11/2019,2019
2061,104300,90,515000,24208   114TH PL SE  ,24208,114TH                    ,,2.0,8,1230,0,1640,0,2870,0,0,0,0,400,N,70,0,0,5,2,4,1,0,2,1,0,0,0,2013,0,3,22,20,NE,61.0,6.0,KENT,5701,2,2,4,2,0,0,10/22/2019,2019
2064,104900,280,515000,14911   123RD AVE NE  98034,14911,123RD                    ,98034,2.0,7,620,0,590,0,1620,620,410,6,210,240,Y,0,0,330,5,2,3,1,0,1,0,0,0,0,1972,0,5,26,16,SW,73.0,5.0,KIRKLAND,1357,2,2,4,2,0,0,06/17/2019,2019
2114,30300,270,340000,5621  S 305TH ST   98001,5621 ,305TH                    ,98001,1.0,7,1590,0,0,0,1590,0,0,0,0,290,N,0,0,0,5,2,3,0,0,1,1,0,0,0,1958,0,4,21,11,NW,27.0,11.0,AUBURN,18000,2,1,4,2,0,0,03/12/2019,2019
2119,29100,60,800000,6906   115TH PL SE  98056,6906 ,115TH                    ,98056,2.0,8,1240,0,1040,0,2280,0,0,0,0,700,N,40,0,0,5,2,4,1,0,2,0,1,0,0,1993,0,3,24,29,NE,64.0,5.0,NEWCASTLE,7756,2,2,4,2,0,1,05/29/2019,2019
2121,29130,210,590000,378  NW PEBBLE LN   98027,378  ,PEBBLE                   ,98027,2.0,7,740,0,550,0,1410,660,120,7,540,0,N,30,0,80,5,2,3,1,1,1,1,0,0,0,2003,0,3,24,29,SW,65.0,11.0,ISSAQUAH,1326,2,2,4,0,0,0,03/25/2019,2019
2128,29307,360,1164990,21253  NE INGLEWOOD HILL RD   ,21253,INGLEWOOD HILL           ,,2.0,9,1580,0,2020,0,3600,0,0,0,0,580,N,50,0,0,5,2,4,0,1,2,1,0,0,0,2015,0,3,25,28,SW,35.0,3.0,SAMMAMISH,5664,2,2,4,2,0,0,04/09/2019,2019
2133,10030,120,615000,255   GRAHAM AVE NE  ,255  ,GRAHAM                   ,,2.0,7,1000,0,1390,0,2390,0,0,0,0,460,N,110,0,20,5,2,5,1,0,2,1,0,0,0,2010,0,3,23,15,NE,32.0,5.0,RENTON,4517,2,2,4,0,0,0,12/11/2019,2019
2143,10450,190,387500,1333  SW 323RD ST   98023,1333 ,323RD                    ,98023,1.0,7,1372,0,0,0,2180,1248,808,7,440,0,Y,0,0,0,4,3,4,0,1,2,1,0,0,0,1983,0,3,21,18,NW,54.0,18.0,FEDERAL WAY,8680,2,2,4,2,0,0,04/26/2019,2019
2166,12604,9082,490000,20415   80TH AVE NE  98028,20415,80TH                     ,98028,1.0,6,900,0,0,0,1620,810,720,6,0,0,Y,120,0,0,5,2,3,1,0,1,0,0,0,0,1947,0,3,26,1,NE,38.0,1.0,KENMORE,6600,2,1,4,2,0,1,09/20/2019,2019
2200,113300,275,690000,1533  NE BROCKMAN PL   98125,1533 ,BROCKMAN                 ,98125,2.0,8,850,0,600,0,2120,670,670,7,0,0, ,60,0,170,7,3,5,0,1,2,0,0,1,0,1942,0,5,26,21,SW,7.0,6.0,SEATTLE,7521,2,2,4,0,0,0,07/03/2019,2019
2213,113300,440,828000,1705  NE 130TH PL   98125,1705 ,130TH                    ,98125,1.0,8,1920,0,0,0,2470,990,550,8,440,80,Y,0,0,0,5,1,4,1,1,1,1,1,0,0,1963,0,4,26,21,SW,7.0,6.0,SEATTLE,18805,2,2,4,2,0,0,08/26/2019,2019
2216,113610,48,850000,15624  NE 155TH ST   98072,15624,155TH                    ,98072,2.0,8,1110,0,840,0,1950,0,0,0,0,670, ,80,0,0,5,2,3,0,1,1,0,2,0,0,1977,0,3,26,14,NE,36.0,3.0,KING COUNTY,33000,2,1,3,2,0,0,03/20/2019,2019
2248,32103,200,505000,13321  SE 255TH ST   ,13321,255TH                    ,,2.0,8,928,0,1375,0,2303,0,0,0,0,560,N,0,0,0,5,2,4,1,0,2,1,0,0,0,2010,0,3,22,22,SW,61.0,6.0,KENT,5950,2,2,4,0,0,0,11/18/2019,2019
2249,32103,230,527625,13303  SE 255TH ST   ,13303,255TH                    ,,2.0,8,930,0,1370,0,2300,0,0,0,0,560,N,110,0,0,5,2,4,1,0,2,1,0,0,0,2012,0,3,22,22,SW,61.0,6.0,KENT,5950,2,2,4,0,0,0,07/17/2019,2019
2258,62940,520,1175000,25878  SE 22ND PL   98075,25878,22ND                     ,98075,2.0,11,1790,0,1610,0,3400,0,0,0,0,830,N,60,0,0,5,2,4,1,0,2,1,1,0,0,1996,0,3,24,2,SE,69.0,6.0,SAMMAMISH,11155,2,2,4,2,0,0,02/13/2019,2019
2283,102205,9032,580000,13313  SE 208TH ST   98042,13313,208TH                    ,98042,2.0,8,1500,0,780,0,3140,1480,860,7,620,0,Y,60,0,240,7,3,4,1,0,2,1,0,1,0,1977,0,4,22,10,NW,29.0,2.0,KENT,94525,2,1,4,2,0,1,07/23/2019,2019
2302,107202,80,790000,15107  SE 145TH PL   98059,15107,145TH                    ,98059,1.0,8,1910,0,0,0,3820,1910,1910,8,0,620,Y,0,0,490,7,2,5,0,0,3,0,1,0,1,1979,0,5,23,23,NW,32.0,5.0,KING COUNTY,28025,2,2,4,0,0,0,03/29/2019,2019
2311,20770,80,785000,12863  NE 200TH PL   ,12863,200TH                    ,,2.0,8,1290,0,1160,0,2450,0,0,0,0,470,N,0,0,0,5,2,5,1,0,2,1,0,0,0,2007,0,4,26,4,NE,38.0,5.0,BOTHELL,4553,2,2,4,2,0,0,02/21/2019,2019
2320,31600,115,359000,10803   26TH AVE S  98168,10803,26TH                     ,98168,1.0,6,1390,0,0,0,1390,0,0,0,0,0,N,0,0,0,5,1,3,0,1,1,1,0,0,0,1947,0,3,23,4,SE,23.0,2.0,BURIEN,6200,2,2,4,2,0,0,09/23/2019,2019
2343,20390,330,450000,3510   279TH AVE NE  98053,3510 ,279TH                    ,98053,1.0,7,1150,0,0,0,1630,1010,480,6,530,0,Y,0,0,80,4,3,3,0,1,1,0,1,0,1,1977,0,3,25,19,NW,71.0,10.0,KING COUNTY,13419,2,1,4,2,0,0,02/27/2019,2019
2385,62106,9082,505000,29030   189TH PL SE  98042,29030,189TH                    ,98042,2.0,7,1590,0,880,0,2470,0,0,0,0,770,N,60,0,0,5,3,3,1,0,2,0,1,2,0,1973,0,4,21,6,NE,58.0,5.0,KING COUNTY,20037,2,1,4,0,0,0,11/11/2019,2019
2396,124150,267,875000,6514   128TH AVE NE  98033,6514 ,128TH                    ,98033,1.0,7,1250,0,0,0,2400,1150,1150,6,0,0,Y,0,0,190,5,2,4,0,2,0,0,1,0,1,1956,0,3,25,9,SE,68.0,3.0,KIRKLAND,13600,2,1,4,2,0,0,08/06/2019,2019
2410,30600,15,460000,705  N 100TH ST   98133,705  ,100TH                    ,98133,1.0,7,850,0,0,0,850,700,0,0,0,0, ,0,0,140,5,2,1,0,0,1,1,0,0,0,1926,0,3,26,31,NW,6.0,6.0,SEATTLE,5594,2,2,4,0,0,0,09/10/2019,2019
2418,10450,890,396000,1501  SW 321ST ST   98023,1501 ,321ST                    ,98023,2.0,7,1191,0,672,0,1863,0,0,0,0,0,N,0,0,314,5,2,3,1,0,2,0,1,0,0,1981,0,4,21,18,NW,54.0,18.0,FEDERAL WAY,7334,2,2,4,2,0,0,11/19/2019,2019
2455,22406,9172,894000,1920  W BEAVER LAKE DR SE  98075,1920 ,BEAVER LAKE              ,98075,2.0,8,1610,0,940,0,2550,0,0,0,0,800,N,280,0,300,5,3,4,1,1,1,1,0,0,0,1985,0,3,24,2,SE,69.0,5.0,SAMMAMISH,16600,2,1,4,2,0,0,09/11/2019,2019
2476,102305,9298,850000,559   HOQUIAM AVE NE  98059,559  ,HOQUIAM                  ,98059,2.0,9,1400,0,1870,0,3270,0,0,0,0,520,N,210,0,200,5,2,4,1,0,2,1,0,0,0,2018,0,3,23,10,SE,32.0,4.0,RENTON,10018,2,1,4,0,0,1,08/19/2019,2019
2490,22510,75,550000,7824   122ND AVE NE  98033,7824 ,122ND                    ,98033,1.0,7,1000,0,0,0,1000,0,0,0,0,0, ,0,0,0,5,2,3,0,0,1,1,0,0,0,1959,0,3,25,9,NW,93.0,15.0,KIRKLAND,10875,2,2,4,2,0,0,05/23/2019,2019
2493,22603,9168,685000,19117   15TH AVE NW  98177,19117,15TH                     ,98177,1.0,8,1360,0,0,0,2360,1360,1000,6,0,340,Y,0,0,290,5,1,4,1,0,1,0,1,0,1,1959,0,4,26,2,SE,1.0,2.0,SHORELINE,15400,2,2,4,0,0,0,05/30/2019,2019
2504,32006,9055,485000,23220  SE 392ND ST   98022,23220,392ND                    ,98022,1.0,7,1490,0,0,0,1490,0,0,0,0,480, ,0,0,540,4,3,3,0,1,1,1,1,1,0,1979,0,4,20,3,NW,40.0,1.0,KING COUNTY,189486,1,1,4,2,0,0,09/25/2019,2019
2512,19350,10,385000,27102   150TH PL SE  98042,27102,150TH                    ,98042,1.0,8,1470,0,0,0,1470,0,0,0,0,400, ,0,0,0,5,1,3,0,1,1,1,0,0,0,1968,0,3,22,26,SW,86.0,1.0,KENT,9680,2,1,4,2,0,0,04/03/2019,2019
2537,62210,43,655000,19106   136TH AVE NE  98072,19106,136TH                    ,98072,2.0,8,1240,0,1030,0,2270,0,0,0,0,420, ,0,0,270,5,2,4,2,0,2,1,0,0,0,1980,0,4,26,3,SW,38.0,5.0,WOODINVILLE,22177,2,2,4,2,0,3,02/28/2019,2019
2552,20310,1194,749950,3515   289TH AVE NE  98053,3515 ,289TH                    ,98053,1.0,8,1610,0,0,0,3150,1540,1540,7,0,0,Y,0,0,820,5,2,3,0,1,2,0,0,0,0,1996,0,3,25,19,NE,71.0,10.0,KING COUNTY,16240,2,1,3,2,0,0,08/20/2019,2019
2609,62210,44,740000,19116   136TH AVE NE  98072,19116,136TH                    ,98072,1.0,7,1250,0,0,0,2520,1270,1270,7,0,0,N,0,0,250,5,2,3,0,1,2,1,0,0,0,1986,0,5,26,3,SW,38.0,5.0,WOODINVILLE,28361,2,2,4,2,0,3,08/07/2019,2019
2649,11410,144,470000,19245   75TH AVE NE  98028,19245,75TH                     ,98028,1.5,6,1120,500,0,0,1620,0,0,0,0,0, ,70,0,0,5,2,2,0,0,1,1,0,0,0,1951,0,4,26,1,SW,38.0,1.0,KENMORE,8193,2,2,4,2,0,0,12/09/2019,2019
2672,19110,1126,1200000,4711   90TH AVE SE  98040,4711 ,90TH                     ,98040,1.0,8,1740,0,0,0,3480,1740,1740,7,0,570,Y,0,0,160,7,2,3,0,2,1,0,1,0,1,1965,0,4,24,18,SW,34.0,3.0,MERCER ISLAND,10125,2,2,4,2,0,0,01/29/2019,2019
2685,19400,130,1140000,4157   46TH AVE SW  ,4157 ,46TH                     ,,2.0,9,1070,0,1090,0,2740,1110,580,8,530,0,Y,280,0,1090,5,2,4,1,0,3,1,0,0,0,2015,0,3,24,14,SW,48.0,9.0,SEATTLE,3363,2,2,4,0,0,1,12/18/2019,2019
2724,102308,9252,408000,1025  SE CEDAR FALLS WAY   98045,1025 ,CEDAR FALLS              ,98045,1.0,6,940,0,0,0,940,0,0,0,0,620, ,0,0,0,1,2,2,0,0,1,0,0,0,0,1989,0,3,23,10,SW,80.0,3.0,NORTH BEND,21015,2,1,4,2,0,2,08/14/2019,2019
